target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN08909989	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	155	ST155 Cplx	3	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN08909983	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	E	4151	NA	1	Yes	2018	1	31	97.26	100	0.861111111111111	[30,40)	29	1	0	29	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	13	NA	NA	NA	NA	NA	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	0	0	1	1	TRUE
SAMN08909985	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	10	ST10 Cplx	4	Yes	2018	3	31	98.795	100	0.861111111111111	[30,40)	26	1	0	26	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	1	2	10	NA	6	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	3	1	TRUE
SAMN08930682	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	A	540	NA	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	1	0	1	NA	NA	NA	2	NA	NA	11	NA	NA	NA	1	NA	NA	NA	1	NA	NA	6	NA	NA	NA	1	1	6	1	TRUE
SAMN08930680	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN08930678	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	48	ST10 Cplx	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	0	0	0	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0	1	2	0	FALSE
SAMN08930681	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	F	117	NA	6	Yes	2018	2	33	98.78	100	0.916666666666667	[30,40)	33	1	1	32	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	1	1	15	15	2	NA	NA	NA	NA	1	NA	1	1	10	15	2	NA	NA	NA	1	2	5	2	TRUE
SAMN08930677	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	C	88	ST23 Cplx	7	Yes	2018	3	37	99.038	100	1.02777777777778	[30,40)	35	1	1	34	[23,36)	FALSE	22	23	FALSE	19	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	NA	1	1	1	2	21	2	1	NA	NA	NA	NA	1	1	1	1	12	2	1	NA	NA	NA	2	2	7	1	TRUE
SAMN08937776	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	6617	ST10 Cplx	4	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	1	0	NA	NA	1	NA	1	7	NA	8	NA	NA	NA	NA	NA	1	NA	1	7	NA	6	NA	NA	NA	1	1	3	0	FALSE
SAMN08937782	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	1	0	1	NA	NA	NA	1	NA	NA	3	NA	NA	NA	1	NA	NA	NA	1	NA	NA	3	NA	NA	NA	1	1	1	1	TRUE
SAMN08937778	2018-01-01	35.20105	-91.8318334	Poultry	Livestock	Chicken	B1	155	ST155 Cplx	4	Yes	2018	8	52	98.817	100	1.44444444444444	[40,110]	46	1	14	32	[36,84]	TRUE	23	30	TRUE	20	25	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	2	NA	1	1	17	15	1	NA	NA	NA	NA	1	NA	1	1	10	15	1	NA	NA	NA	1	2	6	4	TRUE
SAMN08937784	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B2	567	NA	2	Yes	2018	1	35	99.123	100	0.972222222222222	[30,40)	34	1	1	33	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN08937785	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	5	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	3	3	0	0	NA	NA	1	1	NA	8	15	1	1	NA	NA	NA	NA	1	1	NA	8	15	1	1	NA	NA	3	2	5	1	TRUE
SAMN08937779	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	A	793	ST206 Cplx	3	Yes	2018	8	41	98.837	100	1.13888888888889	[40,110]	36	1	4	32	[36,84]	TRUE	23	27	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	13	NA	1	NA	NA	NA	NA	1	NA	1	1	10	NA	1	NA	NA	NA	1	1	3	3	TRUE
SAMN08937783	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	8218	NA	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	2	1	0	NA	NA	1	1	1	10	NA	1	NA	NA	NA	NA	NA	1	1	1	10	NA	1	NA	NA	NA	2	1	1	0	FALSE
SAMN08963946	2018-03-01	43.1938516	-71.5723953	Swine	Livestock	Swine	B1	602	ST446 Cplx	2	No	2018	1	32	99.0845	100	0.888888888888889	[30,40)	32	1	1	31	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	3	3	TRUE
SAMN09002909	2018-01-01	35.20105	-91.8318334	Poultry	Livestock	Turkey	B1	58	ST155 Cplx	5	Yes	2018	2	35	99.044	100	0.972222222222222	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	2	2	11	15	6	NA	NA	NA	NA	1	NA	1	1	10	15	6	NA	NA	NA	1	2	6	2	TRUE
SAMN09002913	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2018	15	56	99.147	100	1.55555555555556	[40,110]	43	1	11	31	[36,84]	FALSE	21	32	FALSE	18	28	10	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	3	4	1	0	1	1	NA	1	2	17	2	5	1	NA	NA	1	1	NA	1	1	9	2	4	1	NA	NA	3	2	5	3	TRUE
SAMN09002910	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	871	NA	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	1	0	NA	NA	NA	1	1	NA	NA	7	NA	NA	NA	NA	NA	NA	1	1	NA	NA	6	NA	NA	NA	1	1	1	0	FALSE
SAMN09002912	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	1	TRUE
SAMN09013578	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	A	548	ST10 Cplx	3	No	2018	1	6	97.361	93.827	0.166666666666667	[5,30)	7	1	0	7	[5,23)	FALSE	4	4	FALSE	4	4	1	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	1	1	0	NA	NA	NA	2	1	2	NA	6	NA	NA	NA	NA	NA	NA	1	1	2	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN09013573	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	8248	NA	4	Yes	2018	1	33	97.802	100	0.916666666666667	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	3	1	0	NA	1	NA	1	1	10	NA	NA	1	NA	NA	NA	1	NA	1	1	10	NA	NA	1	NA	NA	2	0	5	1	TRUE
SAMN09013572	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	278	ST278 Cplx	3	No	2018	1	6	98.583	100	0.166666666666667	[5,30)	5	1	0	5	[5,23)	FALSE	3	3	FALSE	3	3	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	2	0	0	NA	1	NA	1	NA	NA	15	NA	NA	NA	NA	NA	1	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	2	2	TRUE
SAMN09013571	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	B1	278	ST278 Cplx	2	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	3	0	FALSE
SAMN09013574	2018-01-01	32.3546679	-89.3985283	Poultry	Livestock	Chicken	B1	155	ST155 Cplx	2	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	1	0	FALSE
SAMN09013512	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	164	NA	3	Yes	2018	1	36	99.1655	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	3	2	TRUE
SAMN09013516	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B2	95	ST95 Cplx	2	No	2018	1	36	98.5635	100	1	[30,40)	35	1	1	34	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	1	1	NA	1	2	12	16	4	NA	NA	NA	1	1	NA	1	1	11	15	4	NA	NA	NA	2	2	3	2	TRUE
SAMN09013513	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	154	NA	1	Yes	2018	2	36	98.7175	100	1	[30,40)	34	1	1	33	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	2	2	TRUE
SAMN09013519	2018-01-01	37.9642529	-91.8318334	Bovine	Livestock	Bovine	D	69	ST69 Cplx	0	No	2018	3	36	98.563	100	1	[30,40)	29	1	0	29	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	1	1	TRUE
SAMN09013518	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	A	218	ST10 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	3	2	TRUE
SAMN09013511	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B2	95	ST95 Cplx	3	No	2018	2	44	97.9105	100	1.22222222222222	[40,110]	59	1	22	35	[36,84]	TRUE	23	43	TRUE	20	38	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	1	2	NA	1	3	22	16	4	NA	NA	NA	1	1	NA	1	1	11	15	4	NA	NA	NA	2	2	4	3	TRUE
SAMN09013472	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	93	ST168 Cplx	4	Yes	2018	1	14	98.9	100	0.388888888888889	[5,30)	11	1	0	11	[5,23)	FALSE	7	7	FALSE	7	7	5	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	2	1	0	NA	1	NA	1	1	5	NA	4	NA	NA	NA	NA	1	NA	1	1	4	NA	3	NA	NA	NA	1	1	3	2	TRUE
SAMN09013465	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	8246	ST101 Cplx	3	Yes	2018	1	31	98.936	100	0.861111111111111	[30,40)	29	1	0	29	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	2	1	15	15	NA	1	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	2	1	TRUE
SAMN09013475	2018-01-01	44.0682019	-114.7420408	Swine	Livestock	Swine	B1	58	ST155 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	3	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	1	0	FALSE
SAMN09013468	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	93	ST168 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	1	1	4	0	FALSE
SAMN09013471	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	No	2018	2	33	98.901	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	NA	1	1	12	NA	NA	1	NA	NA	NA	1	NA	1	1	10	NA	NA	1	NA	NA	2	0	5	2	TRUE
SAMN09098792	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	1	No	2018	1	33	98.859	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	1	1	11	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN09098794	2018-01-01	46.729553	-94.6858998	Bovine	Livestock	Bovine	B1	711	NA	2	Yes	2018	1	36	98.7175	100	1	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN09098800	2018-01-01	32.3182314	-86.902298	Bovine	Livestock	Bovine	A	2541	NA	4	Yes	2018	2	36	99.1865	100	1	[30,40)	31	1	0	31	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN09098787	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	12	99.0255	100	0.333333333333333	[5,30)	11	1	0	11	[5,23)	FALSE	7	7	FALSE	7	7	2	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	3	2	1	0	NA	1	NA	2	1	2	15	6	NA	NA	NA	NA	1	NA	1	1	2	15	6	NA	NA	NA	1	2	6	2	TRUE
SAMN09098782	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	154	NA	1	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	1	1	TRUE
SAMN09098779	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	B1	3558	NA	1	No	2018	3	36	98.563	100	1	[30,40)	33	1	1	32	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN09098797	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	1	1	99	49.261	0.0277777777777778	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN09195623	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	109	NA	0	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	NA	1	NA	2	NA	6	NA	NA	NA	NA	NA	NA	1	NA	1	NA	6	NA	NA	NA	1	1	1	0	FALSE
SAMN09195629	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	683	ST155 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	0	2	0	FALSE
SAMN09195627	2018-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	E	1607	NA	4	No	2018	1	26	94.5235	100	0.722222222222222	[5,30)	23	1	0	23	[23,36)	FALSE	17	17	FALSE	15	15	9	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	1	2	0	0	NA	1	NA	NA	NA	11	NA	NA	1	NA	NA	NA	1	NA	NA	NA	7	NA	NA	1	NA	NA	1	0	3	1	TRUE
SAMN09195625	2018-01-01	44.5588028	-72.5778415	Swine	Livestock	Swine	B1	20	ST20 Cplx	1	No	2018	1	5	98.178	100	0.138888888888889	[5,30)	5	1	0	5	[5,23)	FALSE	3	3	FALSE	3	3	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	2	0	0	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	1	1	TRUE
SAMN09195610	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	98.63	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	FALSE	20	20	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	3	3	TRUE
SAMN09195624	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	B1	795	ST278 Cplx	3	No	2018	3	35	98.971	100	0.972222222222222	[30,40)	35	1	3	32	[23,36)	TRUE	23	25	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	13	NA	1	NA	NA	NA	NA	1	NA	1	1	10	NA	1	NA	NA	NA	1	1	3	1	TRUE
SAMN09195614	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	675	ST205 Cplx	3	No	2018	1	36	97.883	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	2	10	NA	6	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	2	2	TRUE
SAMN09195626	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	A	10	ST10 Cplx	5	Yes	2018	3	33	98.23	100	0.916666666666667	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	2	1	12	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	2	TRUE
SAMN09195613	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	187	NA	2	No	2018	1	1	98.851	46.774	0.0277777777777778	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN09195612	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	8220	ST467 Cplx	3	Yes	2018	1	36	99.248	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	11	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	3	3	TRUE
SAMN09233768	2018-01-01	40.0583238	-74.4056612	Swine	Livestock	Swine	A	10	ST10 Cplx	6	Yes	2018	4	37	98.63	100	1.02777777777778	[30,40)	34	1	1	33	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	2	11	NA	6	1	NA	NA	NA	1	NA	1	1	10	NA	6	1	NA	NA	2	1	5	3	TRUE
SAMN09233726	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B2	131	ST131 Cplx	5	Yes	2018	3	31	99.125	100	0.861111111111111	[30,40)	29	1	0	29	[23,36)	FALSE	20	20	FALSE	19	19	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	2	1	1	0	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	5	2	TRUE
SAMN09233722	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	301	ST165 Cplx	3	No	2018	8	45	98.246	100	1.25	[40,110]	41	1	8	33	[36,84]	FALSE	22	29	FALSE	19	23	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	2	2	1	0	NA	1	NA	2	3	13	NA	8	NA	NA	NA	NA	1	NA	1	1	10	NA	7	NA	NA	NA	1	1	5	2	TRUE
SAMN09233719	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	641	ST86 Cplx	5	Yes	2018	2	18	98.73	100	0.5	[5,30)	13	1	0	13	[5,23)	FALSE	12	12	FALSE	10	10	5	TRUE	1	TRUE	FALSE	FALSE	conj	mob	incomplete	2	2	1	0	NA	1	NA	NA	1	4	NA	1	1	NA	NA	NA	1	NA	NA	1	4	NA	1	1	NA	NA	1	1	5	1	TRUE
