target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome
1150	SAMN06005819	2012-05-11	37.25022	-119.75126	Bovine	Livestock	Bovine	E	11	ST11 Cplx	0	Yes	2012	1	2	94.607	99.8765
1151	SAMN04158432	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	4	36	93.7885	100
1152	SAMN04160754	2013-03-01	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	5730	None	0	Yes	2013	3	36	93.7885	100
1153	SAMN04396076	2013-06-10	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	2328	None	0	Yes	2013	4	39	98.837	100
1154	SAMN04396078	2013-06-10	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	2328	None	0	Yes	2013	9	44	98.7335	100
1155	SAMN04396085	2013-06-10	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	162	ST469 Cplx	0	Yes	2013	8	42	98.7335	100
1156	SAMN04396086	2013-06-10	28.75054	-82.5001	Bovine	Livestock	Bovine	B1	162	ST469 Cplx	0	Yes	2013	4	39	98.864	100
1157	SAMN04396080	2013-06-10	28.75054	-82.5001	Bovine	Livestock	Bovine	F	648	ST648 Cplx	0	Yes	2013	3	9	99.871	97.778
1158	SAMN04902851	2012-09-12	64.00028	-150.00028	Poultry	Poultry	Duck	B1	6232	NA	0	No	2012	1	33	98.859	100
1159	SAMN04902855	2012-10-11	44.50026	-100.25069	Swine	Livestock	Swine	A	10	ST10 Cplx	0	Yes	2012	1	2	77.778	82.258
1160	SAMN04902860	2013-01-22	39.00027	-105.50083	Swine	Livestock	Swine	B1	224	None	0	Yes	2013	8	40	98.8825	100
1161	SAMN05605393	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	5559	None	0	Yes	2012	0	0	0	0
1162	SAMN05605374	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	718	None	0	Yes	2012	1	32	92.6415	100
1163	SAMN05605376	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	A	206	ST206 Cplx	0	No	2012	0	0	0	0
1164	SAMN05605423	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	718	None	0	Yes	2012	1	32	92.6415	100
1165	SAMN05605426	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	21	ST29 Cplx	0	No	2012	0	0	0	0
1166	SAMN05605428	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	21	ST29 Cplx	0	No	2012	0	0	0	0
1167	SAMN05605371	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	5559	None	0	Yes	2012	0	0	0	0
1168	SAMN05605370	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	765	None	0	No	2012	0	0	0	0
1169	SAMN05605422	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	718	None	0	Yes	2012	1	32	92.6415	100
1170	SAMN05605430	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	5559	None	0	Yes	2012	0	0	0	0
1171	SAMN05605391	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	1967	None	0	No	2012	0	0	0	0
1172	SAMN05605369	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	718	None	0	Yes	2012	1	32	92.6415	100
1173	SAMN05605418	2012-01-01	44.25029	-85.50033	Bovine	Livestock	Bovine	B1	5559	None	0	Yes	2012	0	0	0	0
1174	SAMN03455846	2011-01-01	42.00027	-93.50049	Bovine	Livestock	Bovine	B1	1817	None	0	No	2011	5	18	96.0705	100
1175	SAMN10221122	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B1	616	ST155 Cplx	0	Yes	2017	1	35	98.936	100
1176	SAMN10221013	2017-01-01	42.00027	-93.50049	Poultry	Food	Chicken	B1	212	None	0	Yes	2017	1	32	99.502	100
1177	SAMN10221107	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B1	3580	None	0	No	2017	2	35	99.032	100
1178	SAMN10221594	2017-01-01	44.00013	-120.50139	Bovine	Food	Bovine	B1	442	None	0	No	2017	2	36	98.5185	100
1179	SAMN10221327	2017-01-01	38.50029	-98.50063	Swine	Food	Swine	B1	5308	None	0	No	2017	0	0	0	0
1180	SAMN10221593	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B1	1844	None	0	Yes	2017	1	32	99.502	100
1181	SAMN10221483	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B1	3580	None	0	Yes	2017	1	35	98.936	100
1182	SAMN10221485	2017-01-01	44.00013	-120.50139	Swine	Food	Swine	B1	101	ST101 Cplx	0	No	2017	0	0	0	0
1183	SAMN10221590	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B2	5490	None	0	No	2017	6	46	98.438	100
1184	SAMN10221490	2017-01-01	44.00013	-120.50139	Poultry	Food	Chicken	B1	602	ST446 Cplx	0	No	2017	2	36	98.9	100
1185	SAMN10221491	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	F	117	None	0	Yes	2017	1	33	99.125	100
1186	SAMN10221486	2017-01-01	44.00013	-120.50139	Poultry	Food	Chicken	B1	1125	None	0	Yes	2017	1	32	99.091	100
1187	SAMN10221097	2017-01-01	44.00013	-120.50139	Poultry	Food	Chicken	D	38	ST38 Cplx	0	No	2017	0	0	0	0
1188	SAMN10221265	2017-01-01	39.00027	-105.50083	Poultry	Food	Chicken	F	117	None	0	Yes	2017	2	36	98.4875	100
1189	SAMN10221120	2017-01-01	44.00013	-120.50139	Swine	Food	Swine	B1	2175	None	0	Yes	2017	1	32	99.248	100
1190	SAMN10221349	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B2	355	None	0	Yes	2017	1	35	98.936	100
1191	SAMN10221106	2017-01-01	44.00013	-120.50139	Poultry	Food	Chicken	B1	162	ST469 Cplx	0	Yes	2017	1	35	98.936	100
1192	SAMN10221482	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	A	2967	None	0	No	2017	1	2	95.5515	99.8765
1193	SAMN10221103	2017-01-01	44.00013	-120.50139	Swine	Food	Swine	A	2705	None	0	Yes	2017	1	34	98.8405	100
1194	SAMN10221118	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	A	10	ST10 Cplx	0	Yes	2017	2	32	98.7935	100
1195	SAMN10221096	2017-01-01	44.00013	-120.50139	Poultry	Food	Chicken	A	1914	None	0	Yes	2017	0	0	0	0
1196	SAMN10221454	2017-01-01	39.00039	-76.74997	Poultry	Food	Chicken	A	536	ST399 Cplx	0	No	2017	2	34	98.214	100
1197	SAMN10221123	2017-01-01	44.00013	-120.50139	Poultry	Food	Turkey	B2	428	None	0	No	2017	1	35	98.936	100
1198	SAMN10221005	2017-01-01	42.00027	-93.50049	Poultry	Food	Chicken	F	117	None	0	No	2017	3	33	99.485	100
1199	SAMN10221124	2017-01-01	44.00013	-120.50139	Swine	Food	Swine	B1	58	ST155 Cplx	0	Yes	2017	2	34	99.185	100
1200	SAMN03455849	2011-01-01	40.13823966	-99.31389966	Bovine	Livestock	Bovine	B1	5014	None	0	No	2011	1	36	98.8615	100
