new_protein_ids	accession_id	protein_id	gene	seq_len	protein_des	ReplacedBy	Organism_old	Title_old	SubType	SubName	Organism_new	Title_new	Status	gene_name	Plasmid	GenBank.Number	Host	Protein	query_protein_len
WP_012881125.1	NC_016039	YP_004870070.1	tran	1851	protein TraN	WP_012881125.1	Escherichia coli	protein TraN (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacteriaceae]	NA	tran	pHK17a	NC_016039	Escherichia coli	TraN	616
WP_000002784.1	NC_016039	YP_004870057.1	trap	591	protein TraP	WP_000002784.1	Escherichia coli O25b:H4-ST131	protein TraP (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Enterobacteriaceae]	NA	trap	pHK17a	NC_016039	Escherichia coli	TraP	196
WP_000628111.1	NC_016039	YP_004870081.1	tras	510	protein TraS	WP_000628111.1	Escherichia coli	protein TraS (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer entry exclusion protein TraS [Enterobacteriaceae]	NA	tras	pHK17a	NC_016039	Escherichia coli	TraS	169
WP_012881123.1	NC_016039	YP_004870082.1	trat	732	protein TraT	WP_012881123.1	Escherichia coli	protein TraT (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer complement resistance protein TraT [Enterobacteriaceae]	NA	trat	pHK17a	NC_016039	Escherichia coli	TraT	243
WP_000830849.1	NC_016039	YP_004870067.1	trau	993	protein TraU	WP_000830849.1	Escherichia coli	protein TraU (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus assembly protein TraU [Enterobacteriaceae]	NA	trau	pHK17a	NC_016039	Escherichia coli	TraU	330
WP_014106978.1	NC_016039	YP_004870086.1	trax	747	protein TraX	WP_014106978.1	Escherichia coli	protein TraX (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus acetylase TraX [Enterobacteriaceae]	NA	trax	pHK17a	NC_016039	Escherichia coli	TraX	248
WP_000589556.1	NC_016039	YP_004870051.1	tray	228	protein TraY	WP_000589556.1	Escherichia coli O25b:H4-ST131	protein TraY (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer relaxosome protein TraY [Enterobacteriaceae]	NA	tray	pHK17a	NC_016039	Escherichia coli	TraY	75
WP_000556795.1	NC_016039	YP_004870073.1	trba	342	protein TrbA	WP_000556795.1	Escherichia coli	protein TrbA (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Bacteria	MULTISPECIES: conjugal transfer protein TrbA [Bacteria]	NA	trba	pHK17a	NC_016039	Escherichia coli	TrbA	113
WP_012881126.1	NC_016039	YP_004870069.1	trbc	639	protein TrbC	WP_012881126.1	Escherichia coli	protein TrbC (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TrbC [Enterobacteriaceae]	NA	trbc	pHK17a	NC_016039	Escherichia coli	TrbC	212
WP_012881128.1	NC_016039	YP_004870058.1	trbd	321	protein TrbD	WP_012881128.1	Escherichia coli O25b:H4-ST131	protein TrbD (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbD [Enterobacteriaceae]	NA	trbd	pHK17a	NC_016039	Escherichia coli	TrbD	106
WP_014106973.1	NC_016039	YP_004870078.1	trbf	393	protein TrbF	WP_014106973.1	Escherichia coli	protein TrbF (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: F-type conjugal transfer protein TrbF [Enterobacteriaceae]	NA	trbf	pHK17a	NC_016039	Escherichia coli	TrbF	130
WP_014106972.1	NC_016039	YP_004870077.1	trbj	288	protein TrbJ	WP_014106972.1	Escherichia coli	protein TrbJ (plasmid) [Escherichia coli]	plasmid|strain|host	pHK17a|P0014_S_T|pig	Enterobacteriaceae	MULTISPECIES: P-type conjugative transfer protein TrbJ [Enterobacteriaceae]	suppressed	trbj	pHK17a	NC_016039	Escherichia coli	TrbJ	95
WP_000986959.1	NC_017659	YP_006162275.1	trai	5271	conjugative transfer relaxase protein TraI	WP_000986959.1	Escherichia coli	conjugative transfer relaxase protein TraI (plasmid) [Escherichia coli O83:H1 str. NRG 857C]	plasmid|strain|serotype|note	pO83_CORR|NRG 857C|O83:H1|strain associated with Crohn's Disease	Escherichia coli	conjugative transfer relaxase/helicase TraI [Escherichia coli]	NA	trai	pO83_CORR	NC_017659	Escherichia coli	TraI	1756
WP_000147383.1	NC_017659	YP_006162279.1	trat	777	Conjugal transfer surface exclusion protein TraT	WP_000147383.1	Escherichia coli	Conjugal transfer surface exclusion protein TraT (plasmid) [Escherichia coli O83:H1 str. NRG 857C]	plasmid|strain|serotype|note	pO83_CORR|NRG 857C|O83:H1|strain associated with Crohn's Disease	Escherichia coli	conjugal transfer complement resistance protein TraT [Escherichia coli]	suppressed	trat	pO83_CORR	NC_017659	Escherichia coli	TraT	NA
WP_000205766.1	NC_017659	YP_006162274.1	trax	747	conjugative transfer system pilin acetylase TraX	WP_000205766.1	Escherichia coli	conjugative transfer system pilin acetylase TraX (plasmid) [Escherichia coli O83:H1 str. NRG 857C]	plasmid|strain|serotype|note	pO83_CORR|NRG 857C|O83:H1|strain associated with Crohn's Disease	Gammaproteobacteria	MULTISPECIES: conjugal transfer pilus acetylase TraX [Gammaproteobacteria]	NA	trax	pO83_CORR	NC_017659	Escherichia coli	TraX	248
WP_014640559.1	NC_017659	YP_006162287.1	tray	396	conjugal transfer protein TraY	WP_014640559.1	Escherichia coli	conjugal transfer protein TraY (plasmid) [Escherichia coli O83:H1 str. NRG 857C]	plasmid|strain|serotype|note	pO83_CORR|NRG 857C|O83:H1|strain associated with Crohn's Disease	Escherichia coli	conjugal transfer relaxosome DNA-bindin protein TraY [Escherichia coli]	NA	tray	pO83_CORR	NC_017659	Escherichia coli	TraY	NA
WP_000139330.1	NC_018666	YP_006792601.1	fino	561	conjugal transfer fertility inhibition protein FinO	WP_000139330.1	Escherichia coli	conjugal transfer fertility inhibition protein FinO (plasmid) [Escherichia coli O104:H4 str. 2011C-3493]	plasmid|collection_date|note|strain|host	pAA-EA11|2011|isolated from US citizen afflicted with HUS after travel to Germany during the 2011 Escherichia coli oubreak|2011C-3493|Homo sapiens	Escherichia coli	fertility inhibition protein FinO [Escherichia coli]	NA	fino	pAA-EA11	NC_018666	Escherichia coli	FinO	186
WP_000205736.1	NC_018666	YP_006792602.1	trax	747	conjugal transfer pilus acetylation protein TraX	WP_000205736.1	Escherichia coli	conjugal transfer pilus acetylation protein TraX (plasmid) [Escherichia coli O104:H4 str. 2011C-3493]	plasmid|collection_date|note|strain|host	pAA-EA11|2011|isolated from US citizen afflicted with HUS after travel to Germany during the 2011 Escherichia coli oubreak|2011C-3493|Homo sapiens	Bacteria	MULTISPECIES: conjugal transfer pilus acetylase TraX [Bacteria]	NA	trax	pAA-EA11	NC_018666	Escherichia coli	TraX	248
WP_000139342.1	NC_018954	YP_006970895.1	fino	561	IncF conjugal transfer fertility inhibition protein FinO	WP_000139342.1	NA	IncF conjugal transfer fertility inhibition protein FinO (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: fertility inhibition protein FinO [Enterobacteriaceae]	NA	fino	pCS0010A	NC_018954	Salmonella enterica	FinO	186
WP_015056140.1	NC_018954	YP_006970911.1	trac	2526	IncF conjugal transfer ATP	WP_015056140.1	NA	IncF conjugal transfer ATP-binding protein TraC (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Salmonella enterica	type IV secretion system protein TraC [Salmonella enterica]	suppressed	trac	pCS0010A	NC_018954	Salmonella enterica	TraC	841
WP_000009364.1	NC_018954	YP_006970898.1	trad	2208	IncF conjugal transfer protein TraD	WP_000009364.1	NA	IncF conjugal transfer protein TraD (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	pCS0010A	NC_018954	Salmonella enterica	TraD	735
WP_000399785.1	NC_018954	YP_006970916.1	trae	567	IncF conjugal transfer pilus assembly protein TraE	WP_000399785.1	NA	IncF conjugal transfer pilus assembly protein TraE (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Gammaproteobacteria	MULTISPECIES: type IV conjugative transfer system protein TraE [Gammaproteobacteria]	NA	trae	pCS0010A	NC_018954	Salmonella enterica	TraE	188
WP_012601909.1	NC_018954	YP_006970906.1	traf	774	IncF conjugal pilus assembly protein TraF	WP_012601909.1	NA	IncF conjugal pilus assembly protein TraF (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TraF [Enterobacteriaceae]	suppressed	traf	pCS0010A	NC_018954	Salmonella enterica	TraF	257
WP_015056138.1	NC_018954	YP_006970901.1	trag	2754	IncF conjugal transfer mating pair stabilization protein TraG	WP_015056138.1	NA	IncF conjugal transfer mating pair stabilization protein TraG (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Salmonella enterica	conjugal transfer mating-pair stabilization protein TraG [Salmonella enterica]	suppressed	trag	pCS0010A	NC_018954	Salmonella enterica	TraG	917
WP_000986988.1	NC_018954	YP_006970897.1	trai	5271	IncF conjugal transfer nickase	WP_000986988.1	NA	IncF conjugal transfer nickase/helicase TraI (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: conjugative transfer relaxase/helicase TraI [Enterobacteriaceae]	NA	trai	pCS0010A	NC_018954	Salmonella enterica	TraI	1756
WP_000821846.1	NC_018954	YP_006970907.1	tran	1809	IncF conjugal transfer mating pair stabilization protein TraN	WP_000821846.1	NA	IncF conjugal transfer mating pair stabilization protein TraN (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacteriaceae]	NA	tran	pCS0010A	NC_018954	Salmonella enterica	TraN	602
WP_000002796.1	NC_018954	YP_006970913.1	trap	591	IncF conjugal transfer protein TraP	WP_000002796.1	NA	IncF conjugal transfer protein TraP (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Gammaproteobacteria	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Gammaproteobacteria]	NA	trap	pCS0010A	NC_018954	Salmonella enterica	TraP	196
WP_012601911.1	NC_018954	YP_006970899.1	trat	831	IncF conjugal transfer surface exclusion protein TraT	WP_012601911.1	NA	IncF conjugal transfer surface exclusion protein TraT (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: conjugal transfer complement resistance protein TraT [Enterobacteriaceae]	suppressed	trat	pCS0010A	NC_018954	Salmonella enterica	TraT	276
WP_015056139.1	NC_018954	YP_006970910.1	traw	747	IncF conjugal transfer pilus assembly protein TraW	WP_015056139.1	NA	IncF conjugal transfer pilus assembly protein TraW (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacteriaceae]	suppressed	traw	pCS0010A	NC_018954	Salmonella enterica	TraW	248
WP_001287676.1	NC_018954	YP_006970905.1	trba	348	IncF conjugal transfer protein TrbA	WP_001287676.1	NA	IncF conjugal transfer protein TrbA (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbA [Enterobacteriaceae]	NA	trba	pCS0010A	NC_018954	Salmonella enterica	TrbA	115
WP_012512734.1	NC_018954	YP_006970908.1	trbc	642	IncF conjugal transfer pilus assembly protein TrbC	WP_012512734.1	NA	IncF conjugal transfer pilus assembly protein TrbC (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|isolation_source|strain|serovar|host|sub_species	pCS0010A|cloaca|CS0010A|Kentucky|chicken|enterica	Salmonella enterica	type-F conjugative transfer system pilin assembly protein TrbC [Salmonella enterica]	suppressed	trbc	pCS0010A	NC_018954	Salmonella enterica	TrbC	213
WP_015056171.1	NC_018966	YP_006971029.1	trag	2754	IncF conjugal transfer mating pair stabilization protein TraG	WP_015056171.1	NA	IncF conjugal transfer mating pair stabilization protein TraG (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|strain|serovar|host|sub_species	pSSAP03302A|SSAP03002A|Kentucky|chicken|enterica	Salmonella enterica	conjugal transfer mating-pair stabilization protein TraG [Salmonella enterica]	suppressed	trag	pSSAP03302A	NC_018966	Salmonella enterica	TraG	917
WP_015056170.1	NC_018966	YP_006971027.1	trat	714	IncF conjugal transfer surface exclusion protein TraT	WP_015056170.1	NA	IncF conjugal transfer surface exclusion protein TraT (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	plasmid|strain|serovar|host|sub_species	pSSAP03302A|SSAP03002A|Kentucky|chicken|enterica	Enterobacteriaceae	MULTISPECIES: conjugal transfer complement resistance protein TraT [Enterobacteriaceae]	NA	trat	pSSAP03302A	NC_018966	Salmonella enterica	TraT	237
WP_000009330.1	NC_018998	YP_006940288.1	trad	2235	TraD protein	WP_000009330.1	NA	TraD protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	pTC1	NC_018998	Escherichia coli	TraD	744
WP_015056481.1	NC_018998	YP_006940283.1	trah	1302	TraH protein precursor	WP_015056481.1	NA	TraH protein precursor (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus assembly protein TraH [Enterobacteriaceae]	suppressed	trah	pTC1	NC_018998	Escherichia coli	TraH	433
WP_015056473.1	NC_018998	YP_006940261.1	trak	675	TraK lipoprotein precursor	WP_015056473.1	NA	TraK lipoprotein precursor (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	type-F conjugative transfer system secretin TraK [Escherichia coli]	suppressed	trak	pTC1	NC_018998	Escherichia coli	TraK	224
WP_015056474.1	NC_018998	YP_006940263.1	trap	540	TraP protein	WP_015056474.1	NA	TraP protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Enterobacteriaceae]	suppressed	trap	pTC1	NC_018998	Escherichia coli	TraP	179
WP_015056479.1	NC_018998	YP_006940280.1	trbb	516	TrbB protein precursor	WP_015056479.1	NA	TrbB protein precursor (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB [Escherichia coli]	suppressed	trbb	pTC1	NC_018998	Escherichia coli	TrbB	171
WP_015056475.1	NC_018998	YP_006940264.1	trbd	282	TrbD protein	WP_015056475.1	NA	TrbD protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	conjugal transfer protein TrbD [Escherichia coli]	suppressed	trbd	pTC1	NC_018998	Escherichia coli	TrbD	93
WP_015056480.1	NC_018998	YP_006940282.1	trbf	291	TrbF protein	WP_015056480.1	NA	TrbF protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	F-type conjugal transfer protein TrbF [Escherichia coli]	suppressed	trbf	pTC1	NC_018998	Escherichia coli	TrbF	96
WP_015056478.1	NC_018998	YP_006940271.1	trbi	387	TrbI protein	WP_015056478.1	NA	TrbI protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	type-F conjugative transfer system protein TrbI [Escherichia coli]	NA	trbi	pTC1	NC_018998	Escherichia coli	TrbI	128
WP_000243461.1	NC_018998	YP_006940281.1	trbj	273	TrbJ protein	WP_000243461.1	NA	TrbJ protein (plasmid) [Escherichia coli F18+]	plasmid|strain	pTC1|EC2173	Escherichia coli	P-type conjugative transfer protein TrbJ [Escherichia coli]	NA	trbj	pTC1	NC_018998	Escherichia coli	TrbJ	90
WP_001676655.1	NC_019001	YP_006955618.1	tray	228	conjugative transfer oriT nicking protein	WP_001676655.1	NA	conjugative transfer oriT nicking protein (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	plasmid|country|serovar|host|sub_species|gb_synonym	pYT2|Japan:Hokkaido|Typhimurium|Bos taurus|enterica|Salmonella typhimurium	Salmonella	MULTISPECIES: conjugal transfer relaxosome protein TraY [Salmonella]	NA	tray	pYT2	NC_019001	Salmonella enterica	TraY	75
WP_015056588.1	NC_019001	YP_006955639.1	trbe	258	conjugal transfer protein	WP_015056588.1	NA	conjugal transfer protein (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	plasmid|country|serovar|host|sub_species|gb_synonym	pYT2|Japan:Hokkaido|Typhimurium|Bos taurus|enterica|Salmonella typhimurium	Salmonella enterica	conjugal transfer protein TrbE [Salmonella enterica]	suppressed	trbe	pYT2	NC_019001	Salmonella enterica	TrbE	85
WP_015057102.1	NC_019037	YP_006902937.1	traa	240	conjugal transfer pilin subunit TraA	WP_015057102.1	Escherichia coli	conjugal transfer pilin subunit TraA (plasmid) [Escherichia coli]	plasmid|strain|serovar	pChi7122-2|APEC strain 7122|O78:K80:H9	Escherichia coli	type IV conjugative transfer system pilin TraA [Escherichia coli]	suppressed	traa	pChi7122-2	NC_019037	Escherichia coli	TraA	79
WP_015057099.1	NC_019037	YP_006902933.1	trab	1428	conjugal transfer pilus assembly protein TraB	WP_015057099.1	Escherichia coli	conjugal transfer pilus assembly protein TraB (plasmid) [Escherichia coli]	plasmid|strain|serovar	pChi7122-2|APEC strain 7122|O78:K80:H9	Enterobacteriaceae	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Enterobacteriaceae]	NA	trab	pChi7122-2	NC_019037	Escherichia coli	TraB	475
