genome	n_genes	n_distinct_genes	conj_category	type
SAMN09980200	2	2	MPF_type	MPF_T
SAMN09980201	2	1	relaxase_type	MOBP1
SAMN09980201	1	1	MPF_type	MPF_F
SAMN09980202	1	1	relaxase_type	MOBH
SAMN09980202	1	1	relaxase_type	MOBP1
SAMN09980202	2	1	virb4	virb4
SAMN09980202	10	10	MPF_type	MPF_F
SAMN09980202	8	6	MPF_type	MPF_T
SAMN10034789	1	1	relaxase_type	MOBF
SAMN10034789	2	1	relaxase_type	MOBP1
SAMN10034789	1	1	MPF_type	MPF_F
SAMN10034790	1	1	relaxase_type	MOBF
SAMN10034790	1	1	virb4	virb4
SAMN10034790	12	10	MPF_type	MPF_F
SAMN10034794	1	1	relaxase_type	MOBF
SAMN10034794	1	1	relaxase_type	MOBP1
SAMN10034794	1	1	virb4	virb4
SAMN10034794	11	10	MPF_type	MPF_F
SAMN10034795	1	1	relaxase_type	MOBP1
SAMN10034797	1	1	relaxase_type	MOBP1
SAMN10034797	1	1	MPF_type	MPF_T
SAMN10034803	3	2	MPF_type	MPF_F
SAMN10034809	1	1	relaxase_type	MOBF
SAMN10034809	2	1	relaxase_type	MOBP1
SAMN10034809	2	1	virb4	virb4
SAMN10034809	12	10	MPF_type	MPF_F
SAMN10034809	7	6	MPF_type	MPF_T
SAMN10034810	1	1	virb4	virb4
SAMN10034810	7	6	MPF_type	MPF_T
SAMN10057138	1	1	relaxase_type	MOBC
SAMN10057138	1	1	relaxase_type	MOBF
SAMN10057138	1	1	relaxase_type	MOBP1
SAMN10057138	1	1	virb4	virb4
SAMN10057138	11	8	MPF_type	MPF_F
SAMN10057138	5	4	MPF_type	MPF_T
SAMN10057139	2	1	MPF_type	MPF_F
SAMN10057143	1	1	relaxase_type	MOBP1
SAMN10078810	1	1	relaxase_type	MOBF
SAMN10078810	2	1	relaxase_type	MOBP1
SAMN10078810	1	1	virb4	virb4
SAMN10078810	10	10	MPF_type	MPF_F
SAMN10078810	15	15	MPF_type	MPF_I
SAMN10078812	1	1	relaxase_type	MOBP1
SAMN10078812	4	4	MPF_type	MPF_F
SAMN10078812	1	1	MPF_type	MPF_G
SAMN10078812	15	15	MPF_type	MPF_I
SAMN10078813	1	1	relaxase_type	MOBF
SAMN10078813	2	1	relaxase_type	MOBP1
SAMN10078813	2	1	virb4	virb4
SAMN10078813	12	10	MPF_type	MPF_F
SAMN10078813	18	18	MPF_type	MPF_G
SAMN10078813	1	1	MPF_type	MPF_T
SAMN10078815	1	1	MPF_type	MPF_T
SAMN10078819	1	1	relaxase_type	MOBF
SAMN10078819	1	1	relaxase_type	MOBP1
SAMN10078819	1	1	virb4	virb4
SAMN10078819	12	10	MPF_type	MPF_F
SAMN10078820	3	1	relaxase_type	MOBP1
SAMN10078820	3	1	MPF_type	MPF_F
SAMN10078820	3	3	MPF_type	MPF_T
SAMN10097130	1	1	relaxase_type	MOBF
SAMN10097130	1	1	virb4	virb4
SAMN10097130	10	10	MPF_type	MPF_F
SAMN10118346	1	1	relaxase_type	MOBF
SAMN10118346	3	1	relaxase_type	MOBP1
SAMN10118346	15	15	MPF_type	MPF_I
SAMN10118346	3	2	MPF_type	MPF_T
SAMN10118357	1	1	relaxase_type	MOBF
SAMN10118357	1	1	relaxase_type	MOBP1
SAMN10118357	1	1	virb4	virb4
SAMN10118357	4	4	MPF_type	MPF_F
SAMN10129925	1	1	relaxase_type	MOBF
SAMN10129925	1	1	relaxase_type	MOBQ
SAMN10129925	1	1	virb4	virb4
SAMN10129925	14	10	MPF_type	MPF_F
SAMN10129925	1	1	MPF_type	MPF_T
SAMN10129930	1	1	relaxase_type	MOBF
SAMN10129930	1	1	relaxase_type	MOBP1
SAMN10129930	1	1	virb4	virb4
SAMN10129930	10	10	MPF_type	MPF_F
SAMN10142232	1	1	relaxase_type	MOBP1
SAMN10142232	4	4	MPF_type	MPF_F
SAMN10142234	1	1	relaxase_type	MOBF
SAMN10142234	1	1	relaxase_type	MOBP1
SAMN10142234	1	1	virb4	virb4
SAMN10142234	7	5	MPF_type	MPF_F
SAMN10142234	5	5	MPF_type	MPF_T
SAMN10142236	1	1	relaxase_type	MOBF
SAMN10142236	1	1	virb4	virb4
SAMN10142236	10	10	MPF_type	MPF_F
SAMN10142493	1	1	relaxase_type	MOBF
SAMN10142493	1	1	virb4	virb4
SAMN10142493	11	11	MPF_type	MPF_F
SAMN10142497	1	1	relaxase_type	MOBC
SAMN10142497	1	1	relaxase_type	MOBF
SAMN10142497	1	1	virb4	virb4
SAMN10142497	4	4	MPF_type	MPF_F
SAMN10142497	5	5	MPF_type	MPF_T
SAMN10142502	1	1	relaxase_type	MOBP1
SAMN10142507	1	1	relaxase_type	MOBF
SAMN10142507	1	1	relaxase_type	MOBP1
SAMN10142507	1	1	virb4	virb4
SAMN10142507	10	10	MPF_type	MPF_F
SAMN10142510	1	1	relaxase_type	MOBF
SAMN10142510	1	1	virb4	virb4
SAMN10142510	10	10	MPF_type	MPF_F
SAMN10220958	1	1	relaxase_type	MOBF
SAMN10220958	1	1	virb4	virb4
SAMN10220958	6	4	MPF_type	MPF_F
SAMN10220958	5	5	MPF_type	MPF_T
SAMN10220959	1	1	relaxase_type	MOBF
SAMN10220959	1	1	relaxase_type	MOBP1
SAMN10220959	1	1	relaxase_type	MOBQ
SAMN10220959	1	1	virb4	virb4
SAMN10220959	11	10	MPF_type	MPF_F
SAMN10220959	1	1	MPF_type	MPF_T
SAMN10220963	1	1	relaxase_type	MOBF
SAMN10220963	1	1	relaxase_type	MOBP1
SAMN10220963	2	1	relaxase_type	MOBQ
SAMN10220963	2	1	virb4	virb4
SAMN10220963	10	10	MPF_type	MPF_F
SAMN10220963	15	15	MPF_type	MPF_I
SAMN10220963	7	6	MPF_type	MPF_T
SAMN10220964	1	1	relaxase_type	MOBF
SAMN10220964	1	1	relaxase_type	MOBH
SAMN10220964	1	1	relaxase_type	MOBP1
SAMN10220964	2	1	virb4	virb4
SAMN10220964	22	12	MPF_type	MPF_F
SAMN10220964	15	15	MPF_type	MPF_I
SAMN10220964	1	1	MPF_type	MPF_T
SAMN10220966	1	1	relaxase_type	MOBP1
SAMN10220966	1	1	virb4	virb4
SAMN10220966	1	1	MPF_type	MPF_F
SAMN10220966	15	15	MPF_type	MPF_I
SAMN10220966	6	6	MPF_type	MPF_T
SAMN10220969	1	1	relaxase_type	MOBF
SAMN10220969	1	1	relaxase_type	MOBH
SAMN10220969	1	1	relaxase_type	MOBP1
SAMN10220969	3	1	virb4	virb4
SAMN10220969	11	10	MPF_type	MPF_F
SAMN10220969	12	6	MPF_type	MPF_T
SAMN10220970	1	1	relaxase_type	MOBF
SAMN10220970	1	1	relaxase_type	MOBQ
SAMN10220970	1	1	virb4	virb4
SAMN10220970	10	10	MPF_type	MPF_F
SAMN10220971	1	1	relaxase_type	MOBF
SAMN10220971	1	1	relaxase_type	MOBP1
SAMN10220971	2	1	relaxase_type	MOBQ
SAMN10220971	1	1	virb4	virb4
SAMN10220971	10	10	MPF_type	MPF_F
SAMN10220971	3	2	MPF_type	MPF_T
SAMN10220972	1	1	relaxase_type	MOBQ
SAMN10220972	1	1	virb4	virb4
SAMN10220972	6	6	MPF_type	MPF_T
SAMN10220973	1	1	relaxase_type	MOBF
SAMN10220973	1	1	relaxase_type	MOBP1
SAMN10220973	1	1	virb4	virb4
SAMN10220973	13	10	MPF_type	MPF_F
SAMN10220973	15	15	MPF_type	MPF_I
SAMN10220974	1	1	relaxase_type	MOBF
SAMN10220974	1	1	virb4	virb4
SAMN10220974	10	10	MPF_type	MPF_F
SAMN10220977	1	1	relaxase_type	MOBF
SAMN10220977	3	1	relaxase_type	MOBP1
SAMN10220977	2	1	virb4	virb4
SAMN10220977	12	10	MPF_type	MPF_F
SAMN10220977	1	1	MPF_type	MPF_G
SAMN10220977	15	15	MPF_type	MPF_I
SAMN10220977	7	6	MPF_type	MPF_T
SAMN10220978	1	1	relaxase_type	MOBF
SAMN10220978	2	1	virb4	virb4
SAMN10220978	11	10	MPF_type	MPF_F
SAMN10220978	5	5	MPF_type	MPF_T
SAMN10220979	1	1	relaxase_type	MOBF
SAMN10220979	1	1	virb4	virb4
SAMN10220979	12	10	MPF_type	MPF_F
SAMN10220980	1	1	relaxase_type	MOBF
SAMN10220980	1	1	relaxase_type	MOBP1
SAMN10220980	1	1	virb4	virb4
SAMN10220980	12	10	MPF_type	MPF_F
SAMN10220980	1	1	MPF_type	MPF_G
SAMN10220980	15	15	MPF_type	MPF_I
SAMN10220980	1	1	MPF_type	MPF_T
SAMN10220981	1	1	relaxase_type	MOBP1
SAMN10220981	1	1	relaxase_type	MOBQ
SAMN10220981	7	1	MPF_type	MPF_F
SAMN10220984	1	1	relaxase_type	MOBC
SAMN10220984	1	1	relaxase_type	MOBF
SAMN10220984	1	1	relaxase_type	MOBP1
SAMN10220984	2	1	virb4	virb4
SAMN10220984	10	10	MPF_type	MPF_F
SAMN10220984	5	4	MPF_type	MPF_T
SAMN10220986	1	1	relaxase_type	MOBF
SAMN10220986	1	1	relaxase_type	MOBP1
SAMN10220986	5	4	MPF_type	MPF_F
SAMN10220986	4	3	MPF_type	MPF_T
SAMN10220987	2	1	relaxase_type	MOBF
SAMN10220987	2	1	relaxase_type	MOBH
SAMN10220987	4	1	relaxase_type	MOBP1
SAMN10220987	1	1	relaxase_type	MOBQ
SAMN10220987	5	1	virb4	virb4
SAMN10220987	25	10	MPF_type	MPF_F
SAMN10220987	20	18	MPF_type	MPF_G
SAMN10220987	31	15	MPF_type	MPF_I
SAMN10220987	1	1	MPF_type	MPF_T
SAMN10221005	1	1	relaxase_type	MOBF
SAMN10221005	3	1	virb4	virb4
SAMN10221005	11	10	MPF_type	MPF_F
SAMN10221005	18	18	MPF_type	MPF_G
SAMN10221005	1	1	MPF_type	MPF_I
SAMN10221005	1	1	MPF_type	MPF_T
SAMN10221008	1	1	relaxase_type	MOBF
SAMN10221008	1	1	virb4	virb4
SAMN10221008	10	10	MPF_type	MPF_F
SAMN10221008	1	1	MPF_type	MPF_T
SAMN10221010	2	1	relaxase_type	MOBF
SAMN10221010	1	1	relaxase_type	MOBP1
SAMN10221010	1	1	virb4	virb4
SAMN10221010	11	10	MPF_type	MPF_F
SAMN10221010	15	15	MPF_type	MPF_I
SAMN10221011	3	3	MPF_type	MPF_F
SAMN10221013	1	1	relaxase_type	MOBF
SAMN10221013	2	1	relaxase_type	MOBP1
SAMN10221013	1	1	virb4	virb4
SAMN10221013	10	10	MPF_type	MPF_F
SAMN10221013	15	15	MPF_type	MPF_I
SAMN10221013	3	3	MPF_type	MPF_T
SAMN10221016	1	1	relaxase_type	MOBF
SAMN10221016	1	1	virb4	virb4
SAMN10221016	11	10	MPF_type	MPF_F
SAMN10221017	1	1	relaxase_type	MOBC
SAMN10221017	1	1	relaxase_type	MOBF
SAMN10221017	1	1	relaxase_type	MOBP1
SAMN10221017	2	1	virb4	virb4
SAMN10221017	12	10	MPF_type	MPF_F
SAMN10221017	15	15	MPF_type	MPF_I
SAMN10221017	3	3	MPF_type	MPF_T
SAMN10221019	1	1	relaxase_type	MOBF
SAMN10221019	1	1	relaxase_type	MOBQ
SAMN10221019	3	1	virb4	virb4
SAMN10221019	14	10	MPF_type	MPF_F
SAMN10221020	1	1	relaxase_type	MOBF
SAMN10221020	1	1	virb4	virb4
SAMN10221020	11	10	MPF_type	MPF_F
SAMN10221021	1	1	relaxase_type	MOBF
SAMN10221021	1	1	relaxase_type	MOBH
SAMN10221021	3	1	relaxase_type	MOBP1
SAMN10221021	1	1	relaxase_type	MOBQ
SAMN10221021	2	1	virb4	virb4
SAMN10221021	21	12	MPF_type	MPF_F
SAMN10221021	19	14	MPF_type	MPF_I
SAMN10221025	1	1	relaxase_type	MOBF
SAMN10221025	1	1	relaxase_type	MOBP1
SAMN10221025	1	1	virb4	virb4
SAMN10221025	10	10	MPF_type	MPF_F
SAMN10221026	1	1	relaxase_type	MOBF
SAMN10221026	2	1	relaxase_type	MOBP1
SAMN10221026	2	1	virb4	virb4
SAMN10221026	10	10	MPF_type	MPF_F
SAMN10221026	15	15	MPF_type	MPF_I
SAMN10221026	6	6	MPF_type	MPF_T
SAMN10221027	1	1	relaxase_type	MOBF
SAMN10221027	1	1	virb4	virb4
SAMN10221027	12	10	MPF_type	MPF_F
SAMN10221044	2	1	relaxase_type	MOBP1
SAMN10221044	2	1	MPF_type	MPF_F
SAMN10221044	1	1	MPF_type	MPF_T
SAMN10221045	1	1	relaxase_type	MOBF
SAMN10221045	1	1	virb4	virb4
SAMN10221045	10	10	MPF_type	MPF_F
SAMN10221046	1	1	relaxase_type	MOBF
SAMN10221046	1	1	relaxase_type	MOBP1
SAMN10221046	1	1	virb4	virb4
SAMN10221046	11	10	MPF_type	MPF_F
SAMN10221069	1	1	relaxase_type	MOBH
SAMN10221069	1	1	relaxase_type	MOBP1
SAMN10221069	1	1	relaxase_type	MOBQ
SAMN10221069	1	1	virb4	virb4
SAMN10221069	3	3	MPF_type	MPF_F
SAMN10221069	6	5	MPF_type	MPF_T
SAMN10221070	1	1	relaxase_type	MOBF
SAMN10221070	2	1	relaxase_type	MOBQ
SAMN10221070	1	1	virb4	virb4
SAMN10221070	10	10	MPF_type	MPF_F
SAMN10221070	1	1	MPF_type	MPF_T
SAMN10221071	1	1	relaxase_type	MOBP1
SAMN10221071	2	1	relaxase_type	MOBQ
SAMN10221071	1	1	virb4	virb4
SAMN10221071	15	15	MPF_type	MPF_I
SAMN10221071	6	6	MPF_type	MPF_T
SAMN10221072	1	1	relaxase_type	MOBP1
SAMN10221072	1	1	virb4	virb4
SAMN10221072	1	1	MPF_type	MPF_F
SAMN10221072	6	6	MPF_type	MPF_T
SAMN10221074	1	1	relaxase_type	MOBF
SAMN10221074	1	1	virb4	virb4
SAMN10221074	11	10	MPF_type	MPF_F
SAMN10221074	1	1	MPF_type	MPF_G
SAMN10221076	1	1	relaxase_type	MOBF
SAMN10221076	1	1	virb4	virb4
SAMN10221076	10	10	MPF_type	MPF_F
SAMN10221077	1	1	relaxase_type	MOBP1
SAMN10221077	1	1	virb4	virb4
SAMN10221077	1	1	MPF_type	MPF_F
SAMN10221077	6	6	MPF_type	MPF_T
SAMN10221078	1	1	relaxase_type	MOBF
SAMN10221078	4	1	relaxase_type	MOBP1
SAMN10221078	2	1	relaxase_type	MOBQ
SAMN10221078	2	1	virb4	virb4
SAMN10221078	16	10	MPF_type	MPF_F
SAMN10221078	20	18	MPF_type	MPF_G
SAMN10221078	16	15	MPF_type	MPF_I
SAMN10221078	1	1	MPF_type	MPF_T
SAMN10221079	1	1	relaxase_type	MOBF
SAMN10221079	2	1	relaxase_type	MOBP1
SAMN10221079	1	1	virb4	virb4
SAMN10221079	11	10	MPF_type	MPF_F
SAMN10221079	15	15	MPF_type	MPF_I
SAMN10221080	3	1	relaxase_type	MOBF
SAMN10221080	2	1	relaxase_type	MOBP1
SAMN10221080	2	1	virb4	virb4
SAMN10221080	21	10	MPF_type	MPF_F
SAMN10221080	15	15	MPF_type	MPF_I
SAMN10221082	2	1	relaxase_type	MOBF
SAMN10221082	1	1	relaxase_type	MOBP1
SAMN10221082	2	1	virb4	virb4
SAMN10221082	20	10	MPF_type	MPF_F
SAMN10221082	15	15	MPF_type	MPF_I
SAMN10221083	1	1	relaxase_type	MOBF
SAMN10221083	1	1	relaxase_type	MOBP1
SAMN10221083	1	1	virb4	virb4
SAMN10221083	10	10	MPF_type	MPF_F
SAMN10221087	1	1	relaxase_type	MOBF
SAMN10221087	1	1	relaxase_type	MOBP1
SAMN10221087	2	1	virb4	virb4
SAMN10221087	12	10	MPF_type	MPF_F
SAMN10221087	7	6	MPF_type	MPF_T
SAMN10221088	1	1	relaxase_type	MOBF
SAMN10221088	1	1	virb4	virb4
SAMN10221088	11	10	MPF_type	MPF_F
SAMN10221090	2	1	relaxase_type	MOBH
SAMN10221090	2	1	relaxase_type	MOBP1
SAMN10221090	2	1	virb4	virb4
SAMN10221090	12	10	MPF_type	MPF_F
SAMN10221090	6	5	MPF_type	MPF_T
SAMN10221092	1	1	relaxase_type	MOBF
SAMN10221092	2	1	virb4	virb4
SAMN10221092	10	10	MPF_type	MPF_F
SAMN10221092	6	6	MPF_type	MPF_T
SAMN10221093	1	1	relaxase_type	MOBH
SAMN10221093	1	1	relaxase_type	MOBP1
SAMN10221093	1	1	relaxase_type	MOBQ
SAMN10221093	2	1	virb4	virb4
SAMN10221093	12	10	MPF_type	MPF_F
SAMN10221093	2	1	MPF_type	MPF_G
SAMN10221093	7	7	MPF_type	MPF_T
SAMN10221096	2	1	relaxase_type	MOBP1
SAMN10221096	2	1	relaxase_type	MOBQ
SAMN10221096	1	1	MPF_type	MPF_F
SAMN10221096	2	2	MPF_type	MPF_G
SAMN10221096	3	3	MPF_type	MPF_I
SAMN10221096	2	2	MPF_type	MPF_T
SAMN10221097	1	1	relaxase_type	MOBP1
SAMN10221097	1	1	virb4	virb4
SAMN10221097	1	1	MPF_type	MPF_F
SAMN10221097	7	6	MPF_type	MPF_T
SAMN10221103	1	1	relaxase_type	MOBF
SAMN10221103	1	1	virb4	virb4
SAMN10221103	10	10	MPF_type	MPF_F
SAMN10221106	1	1	relaxase_type	MOBF
SAMN10221106	1	1	relaxase_type	MOBP1
SAMN10221106	1	1	virb4	virb4
SAMN10221106	11	10	MPF_type	MPF_F
SAMN10221106	15	15	MPF_type	MPF_I
SAMN10221107	1	1	relaxase_type	MOBF
SAMN10221107	1	1	relaxase_type	MOBP1
SAMN10221107	1	1	virb4	virb4
SAMN10221107	10	10	MPF_type	MPF_F
SAMN10221118	1	1	relaxase_type	MOBF
SAMN10221118	1	1	relaxase_type	MOBP1
SAMN10221118	2	1	virb4	virb4
SAMN10221118	11	10	MPF_type	MPF_F
SAMN10221118	15	15	MPF_type	MPF_I
SAMN10221118	5	5	MPF_type	MPF_T
SAMN10221120	1	1	relaxase_type	MOBF
SAMN10221120	1	1	relaxase_type	MOBP1
SAMN10221120	3	1	virb4	virb4
SAMN10221120	10	10	MPF_type	MPF_F
SAMN10221120	18	18	MPF_type	MPF_G
SAMN10221120	1	1	MPF_type	MPF_I
SAMN10221120	10	6	MPF_type	MPF_T
SAMN10221122	1	1	relaxase_type	MOBF
SAMN10221122	1	1	relaxase_type	MOBP1
SAMN10221122	1	1	relaxase_type	MOBQ
SAMN10221122	1	1	virb4	virb4
SAMN10221122	11	10	MPF_type	MPF_F
SAMN10221122	15	15	MPF_type	MPF_I
SAMN10221123	1	1	relaxase_type	MOBF
SAMN10221123	1	1	relaxase_type	MOBP1
SAMN10221123	1	1	relaxase_type	MOBQ
SAMN10221123	1	1	virb4	virb4
SAMN10221123	12	10	MPF_type	MPF_F
SAMN10221123	1	1	MPF_type	MPF_G
SAMN10221123	14	14	MPF_type	MPF_I
SAMN10221124	1	1	relaxase_type	MOBF
SAMN10221124	1	1	virb4	virb4
SAMN10221124	10	10	MPF_type	MPF_F
SAMN10221125	1	1	relaxase_type	MOBF
SAMN10221125	1	1	relaxase_type	MOBH
SAMN10221125	1	1	relaxase_type	MOBP1
SAMN10221125	1	1	relaxase_type	MOBQ
SAMN10221125	1	1	virb4	virb4
SAMN10221125	13	10	MPF_type	MPF_F
SAMN10221126	1	1	relaxase_type	MOBF
SAMN10221126	1	1	virb4	virb4
SAMN10221126	11	10	MPF_type	MPF_F
SAMN10221127	1	1	relaxase_type	MOBF
SAMN10221127	1	1	relaxase_type	MOBQ
SAMN10221127	1	1	virb4	virb4
SAMN10221127	11	10	MPF_type	MPF_F
SAMN10221130	1	1	relaxase_type	MOBF
SAMN10221130	1	1	relaxase_type	MOBH
SAMN10221130	1	1	relaxase_type	MOBP1
SAMN10221130	2	1	virb4	virb4
SAMN10221130	11	10	MPF_type	MPF_F
SAMN10221130	4	4	MPF_type	MPF_T
SAMN10221132	1	1	relaxase_type	MOBF
SAMN10221132	2	1	relaxase_type	MOBP1
SAMN10221132	1	1	virb4	virb4
SAMN10221132	13	10	MPF_type	MPF_F
SAMN10221132	1	1	MPF_type	MPF_G
SAMN10221132	15	15	MPF_type	MPF_I
SAMN10221132	3	3	MPF_type	MPF_T
SAMN10221138	1	1	relaxase_type	MOBF
SAMN10221138	1	1	virb4	virb4
SAMN10221138	10	10	MPF_type	MPF_F
SAMN10221138	1	1	MPF_type	MPF_T
SAMN10221141	1	1	relaxase_type	MOBF
SAMN10221141	1	1	relaxase_type	MOBQ
SAMN10221141	2	2	MPF_type	MPF_F
SAMN10221141	1	1	MPF_type	MPF_T
SAMN10221142	1	1	relaxase_type	MOBF
SAMN10221142	1	1	virb4	virb4
SAMN10221142	12	10	MPF_type	MPF_F
SAMN10221144	1	1	relaxase_type	MOBH
SAMN10221144	2	1	relaxase_type	MOBP1
SAMN10221144	2	1	relaxase_type	MOBQ
SAMN10221144	1	1	virb4	virb4
SAMN10221144	5	1	MPF_type	MPF_F
SAMN10221144	21	18	MPF_type	MPF_G
SAMN10221144	22	14	MPF_type	MPF_I
SAMN10221144	2	2	MPF_type	MPF_T
SAMN10221145	1	1	relaxase_type	MOBF
SAMN10221145	1	1	virb4	virb4
SAMN10221145	10	10	MPF_type	MPF_F
SAMN10221146	1	1	relaxase_type	MOBF
SAMN10221146	1	1	relaxase_type	MOBP1
SAMN10221146	1	1	relaxase_type	MOBQ
SAMN10221146	1	1	virb4	virb4
SAMN10221146	11	10	MPF_type	MPF_F
SAMN10221146	15	15	MPF_type	MPF_I
SAMN10221148	1	1	relaxase_type	MOBP1
SAMN10221148	2	1	relaxase_type	MOBQ
SAMN10221148	1	1	virb4	virb4
SAMN10221148	10	6	MPF_type	MPF_T
SAMN10221150	1	1	relaxase_type	MOBH
SAMN10221150	3	1	relaxase_type	MOBP1
SAMN10221150	1	1	virb4	virb4
SAMN10221150	10	9	MPF_type	MPF_F
SAMN10221150	15	15	MPF_type	MPF_I
SAMN10221151	1	1	relaxase_type	MOBF
SAMN10221151	2	1	relaxase_type	MOBP1
SAMN10221151	2	1	virb4	virb4
SAMN10221151	10	10	MPF_type	MPF_F
SAMN10221151	5	4	MPF_type	MPF_T
SAMN10221152	1	1	virb4	virb4
SAMN10221152	6	6	MPF_type	MPF_F
SAMN10221153	1	1	relaxase_type	MOBF
SAMN10221153	1	1	virb4	virb4
SAMN10221153	11	10	MPF_type	MPF_F
SAMN10221154	1	1	relaxase_type	MOBF
SAMN10221154	2	1	relaxase_type	MOBP1
SAMN10221154	2	1	virb4	virb4
SAMN10221154	10	10	MPF_type	MPF_F
SAMN10221154	6	6	MPF_type	MPF_T
SAMN10221155	1	1	relaxase_type	MOBF
SAMN10221155	2	1	virb4	virb4
SAMN10221155	10	10	MPF_type	MPF_F
SAMN10221155	6	6	MPF_type	MPF_T
SAMN10221157	2	1	relaxase_type	MOBF
SAMN10221157	2	1	virb4	virb4
SAMN10221157	20	10	MPF_type	MPF_F
SAMN10221158	1	1	MPF_type	MPF_F
SAMN10221160	1	1	relaxase_type	MOBC
SAMN10221160	1	1	relaxase_type	MOBF
SAMN10221160	4	1	virb4	virb4
SAMN10221160	15	11	MPF_type	MPF_F
SAMN10221160	4	4	MPF_type	MPF_T
SAMN10221162	1	1	relaxase_type	MOBF
SAMN10221162	1	1	virb4	virb4
SAMN10221162	10	10	MPF_type	MPF_F
SAMN10221162	1	1	MPF_type	MPF_T
SAMN10221164	1	1	relaxase_type	MOBC
SAMN10221164	1	1	relaxase_type	MOBF
SAMN10221164	1	1	relaxase_type	MOBP1
SAMN10221164	2	1	virb4	virb4
SAMN10221164	11	10	MPF_type	MPF_F
SAMN10221164	15	15	MPF_type	MPF_I
SAMN10221164	4	4	MPF_type	MPF_T
SAMN10221165	1	1	relaxase_type	MOBF
SAMN10221165	1	1	virb4	virb4
SAMN10221165	12	10	MPF_type	MPF_F
SAMN10221165	4	4	MPF_type	MPF_T
SAMN10221166	1	1	relaxase_type	MOBF
SAMN10221166	2	1	relaxase_type	MOBP1
SAMN10221166	3	1	relaxase_type	MOBQ
SAMN10221166	1	1	virb4	virb4
SAMN10221166	11	10	MPF_type	MPF_F
SAMN10221166	15	15	MPF_type	MPF_I
SAMN10221167	1	1	relaxase_type	MOBF
SAMN10221167	1	1	relaxase_type	MOBP1
SAMN10221167	1	1	relaxase_type	MOBQ
SAMN10221167	1	1	virb4	virb4
SAMN10221167	10	10	MPF_type	MPF_F
SAMN10221167	15	15	MPF_type	MPF_I
SAMN10221190	6	3	MPF_type	MPF_F
SAMN10221190	1	1	MPF_type	MPF_T
SAMN10221191	3	1	relaxase_type	MOBF
SAMN10221191	1	1	relaxase_type	MOBP1
SAMN10221191	2	1	MPF_type	MPF_F
SAMN10221191	1	1	MPF_type	MPF_T
SAMN10221192	1	1	virb4	virb4
SAMN10221192	5	4	MPF_type	MPF_F
SAMN10221192	5	5	MPF_type	MPF_T
SAMN10221193	1	1	relaxase_type	MOBF
SAMN10221193	1	1	relaxase_type	MOBH
SAMN10221193	2	1	virb4	virb4
SAMN10221193	23	12	MPF_type	MPF_F
SAMN10221193	4	4	MPF_type	MPF_T
SAMN10221196	1	1	relaxase_type	MOBF
SAMN10221196	2	1	relaxase_type	MOBQ
SAMN10221196	1	1	virb4	virb4
SAMN10221196	10	10	MPF_type	MPF_F
SAMN10221196	1	1	MPF_type	MPF_T
SAMN10221197	2	1	relaxase_type	MOBF
SAMN10221197	3	1	relaxase_type	MOBP1
SAMN10221197	1	1	relaxase_type	MOBQ
SAMN10221197	2	1	virb4	virb4
SAMN10221197	23	11	MPF_type	MPF_F
SAMN10221197	15	15	MPF_type	MPF_I
SAMN10221197	4	3	MPF_type	MPF_T
SAMN10221199	1	1	relaxase_type	MOBF
SAMN10221199	1	1	relaxase_type	MOBP1
SAMN10221199	1	1	virb4	virb4
SAMN10221199	12	10	MPF_type	MPF_F
SAMN10221199	15	15	MPF_type	MPF_I
SAMN10221200	1	1	MPF_type	MPF_T
SAMN10221202	1	1	relaxase_type	MOBF
SAMN10221202	1	1	virb4	virb4
SAMN10221202	12	10	MPF_type	MPF_F
SAMN10221205	1	1	relaxase_type	MOBH
SAMN10221205	3	1	MPF_type	MPF_F
SAMN10221205	1	1	MPF_type	MPF_T
SAMN10221226	1	1	relaxase_type	MOBF
SAMN10221226	2	1	relaxase_type	MOBP1
SAMN10221226	1	1	virb4	virb4
SAMN10221226	11	10	MPF_type	MPF_F
SAMN10221227	3	1	relaxase_type	MOBF
SAMN10221227	1	1	relaxase_type	MOBH
SAMN10221227	1	1	relaxase_type	MOBP1
SAMN10221227	3	1	virb4	virb4
SAMN10221227	33	12	MPF_type	MPF_F
SAMN10221227	15	15	MPF_type	MPF_I
SAMN10221227	4	4	MPF_type	MPF_T
SAMN10221236	1	1	relaxase_type	MOBF
SAMN10221236	1	1	relaxase_type	MOBP1
SAMN10221236	1	1	virb4	virb4
SAMN10221236	12	10	MPF_type	MPF_F
SAMN10221236	15	15	MPF_type	MPF_I
SAMN10221239	1	1	relaxase_type	MOBF
SAMN10221239	1	1	virb4	virb4
SAMN10221239	10	10	MPF_type	MPF_F
SAMN10221240	1	1	relaxase_type	MOBF
SAMN10221240	1	1	relaxase_type	MOBQ
SAMN10221240	1	1	virb4	virb4
SAMN10221240	11	10	MPF_type	MPF_F
SAMN10221243	1	1	relaxase_type	MOBP1
SAMN10221243	2	1	MPF_type	MPF_F
SAMN10221244	2	1	relaxase_type	MOBP1
SAMN10221244	15	15	MPF_type	MPF_I
SAMN10221246	2	1	relaxase_type	MOBP1
SAMN10221247	1	1	virb4	virb4
SAMN10221247	7	6	MPF_type	MPF_F
SAMN10221248	2	1	relaxase_type	MOBF
SAMN10221248	1	1	relaxase_type	MOBP1
SAMN10221248	2	1	virb4	virb4
